id,frame,eq_radius
1,1692,50.51308788471822
1,1693,58.07865239388419
1,1694,60.81220484148951
1,1695,58.070430808037564
1,1696,46.902447946948115
1,1697,34.17424428437779
1,1698,35.45876549495164
1,1699,25.275441471334737
1,1700,19.931149940667517
1,1702,16.4778133535604
2,1703,10.630146264057032
2,1705,8.593479713983122
2,1708,10.925484305920792
3,1709,11.968268412042981
3,1712,11.699284211396439
4,1713,11.070199012698888
4,1719,11.685672474138842
5,1720,10.925484305920792
5,1723,11.780624362746345
5,1725,14.417224270920368
6,1726,12.666024736934256
6,1728,8.07796550300118
7,1729,13.351162356249091
7,1730,10.852403323135505
7,1731,12.02134303343187
7,1735,13.279445656570912
8,1736,14.895032415879534
8,1737,9.755749892701914
8,1738,7.878478774854901
8,1739,12.153015559492998
8,1740,9.772050238058398
8,1741,11.283791670955125
8,1742,13.159049284959082
8,1745,13.773623058786647
9,1746,13.159049284959082
9,1747,9.772050238058398
9,1748,9.772050238058398
9,1749,10.403141895720198
9,1750,9.772050238058398
9,1751,12.603040633343667
9,1752,14.21712972884144
9,1753,10.31094088749354
9,1756,10.139728459745083
10,1757,8.175883811466258
10,1758,10.925484305920792
10,1760,11.968268412042981
11,1761,10.479356408358663
11,1762,12.877866698399815
11,1763,9.772050238058398
11,1765,9.772050238058398
11,1767,9.869286963719311
12,1768,14.505269206998044
12,1769,13.374982468597496
12,1770,11.041407809169618
12,1771,8.387281135541944
12,1772,12.322086499845234
12,1773,11.255546841497692
12,1774,13.351162356249091
12,1775,11.861406733319429
12,1776,12.047792665040703
12,1777,8.462843753216344
12,1778,14.048207338801282
12,1779,13.773623058786647
12,1780,12.527041705391134
12,1782,9.933582672781009
12,1784,13.58748446131949
13,1785,13.398760233979036
13,1786,10.925484305920792
13,1787,10.778826859036359
13,1788,11.753573524837677
13,1789,8.462843753216344
13,1790,7.938851142601841
13,1791,11.213046198183495
13,1794,14.149802769282841
14,1795,15.492115871712882
14,1796,11.861406733319429
14,1804,9.869286963719311
15,1805,11.423968370726268
15,1806,12.047792665040703
15,1807,13.58748446131949
15,1808,10.925484305920792
15,1810,9.772050238058398
16,1811,13.363077719938119
16,1812,12.577758680835945
16,1813,10.55502061411188
16,1814,9.772050238058398
16,1815,10.448937312523231
16,1816,9.772050238058398
16,1817,14.428259270064393
16,1818,12.126795430653198
16,1819,9.356025796273888
16,1820,9.949591680222808
16,1821,11.968268412042981
16,1823,12.360774464742066
17,1824,11.269678104867614
17,1825,9.27058084855655
18,1829,11.198843474056307
18,1830,9.166995688475081
18,1831,10.045109950630787
18,1832,9.27058084855655
18,1833,12.126795430653198
18,1834,12.70366530947592
18,1837,13.267455184007076
19,1838,11.589942707777277
19,1839,11.54867275105708
19,1840,12.501606061472312
19,1841,12.02134303343187
19,1842,12.902560616952067
19,1843,14.093451279891855
19,1844,14.873646859386387
19,1845,12.231338704589191
19,1846,12.166104433032896
19,1847,13.622579184763433
19,1849,11.396070970426017
20,1850,14.755472278097805
21,1857,12.205286835384658
21,1858,11.685672474138842
21,1859,13.219384536161321
21,1860,13.195283541573993
21,1861,13.374982468597496
21,1862,12.988619621707652
21,1863,9.287732724180174
21,1864,12.087358593107094
21,1865,9.772050238058398
21,1866,14.048207338801282
21,1867,13.481652161769508
21,1868,12.628271971179554
21,1869,10.925484305920792
21,1870,12.244343853084386
21,1871,13.207339536360731
21,1872,13.061933202803933
21,1873,14.63634358033765
21,1874,12.450578884995911
21,1875,13.171138446245484
21,1876,17.01010542416083
21,1877,17.598736297155778
21,1878,13.000867261978827
21,1879,11.562445770562215
21,1880,13.315352289908494
21,1881,12.309163489997376
21,1882,13.446189622059965
21,1883,12.552425807826008
21,1884,11.213046198183495
21,1886,9.657370069115643
22,1887,9.27058084855655
22,1888,9.52461639974967
22,1889,12.828336258339185
22,1890,13.704117368456696
22,1891,14.127289146798006
22,1892,13.911592676604096
22,1893,16.906870727400857
22,1894,16.73656774376801
22,1895,14.766254502611575
22,1896,12.640868754332628
22,1897,11.283791670955125
22,1898,9.869286963719311
22,1899,9.0270333367641
22,1900,8.462843753216344
22,1901,11.562445770562215
22,1902,11.753573524837677
22,1903,12.988619621707652
22,1904,14.02553063743339
22,1905,13.58748446131949
22,1906,13.000867261978827
22,1907,12.074184356393443
22,1908,11.507254783503184
22,1909,12.80349918517013
22,1910,12.539740179716349
22,1911,11.026984017500345
22,1912,11.994835078277376
22,1913,13.183216521636506
22,1914,13.159049284959082
22,1915,15.274853405932202
22,1916,12.766152972845846
22,1917,14.20593072771099
22,1918,14.27299292922217
22,1919,16.85029431422316
22,1920,15.756957549709801
22,1921,13.110581167104948
22,1922,12.060995729457511
22,1923,12.70366530947592
22,1924,10.998079684646791
22,1925,10.32636489145962
22,1926,12.296226898414837
22,1927,10.704744696916627
22,1928,11.861406733319429
22,1929,11.753573524837677
