id,frame,cx,cy,area,eq_radius
1,1974,105.60032,128.73465,5655.0,42.426907
1,1975,105.04934,130.20953,10876.0,58.838238
1,1976,103.73197,130.69469,13240.0,64.91859
1,1977,102.072815,130.52249,13902.0,66.52176
1,1978,101.66497,130.99966,12824.0,63.890575
1,1979,99.926216,130.69286,9469.0,54.900604
1,1980,56.085266,120.754005,3673.0,34.192867
1,1981,45.71666,128.98936,4126.0,36.240124
1,1982,28.143345,133.63965,2124.0,26.001734
2,2119,107.66802,121.14827,304.0,9.836982
3,2127,108.24624,132.77463,206.0,8.097644
3,2129,108.04052,132.5927,335.0,10.3263645
3,2133,108.432755,136.73914,124.0,6.2825494
4,2153,106.25906,125.24969,417.0,11.521077
4,2154,107.076996,124.994125,329.0,10.233472
4,2155,106.636505,124.87084,258.0,9.062226
4,2156,106.81118,125.219475,194.0,7.8582516
4,2157,106.24892,126.51518,326.0,10.186708
4,2158,105.68979,127.17052,331.0,10.26453
4,2159,106.822205,126.4953,204.0,8.058239
4,2161,108.03238,126.87692,197.0,7.918778
4,2162,107.551704,126.95621,276.0,9.373021
4,2163,107.07324,127.00745,143.0,6.746726
4,2164,106.28834,127.500626,331.0,10.26453
4,2165,106.46416,127.11926,270.0,9.27058
4,2166,105.0257,126.92664,454.0,12.021342
4,2167,105.873535,126.83093,341.0,10.418429
4,2168,105.15491,126.19911,495.0,12.552425
4,2169,105.66566,126.39743,460.0,12.100518
4,2170,105.11928,127.12019,388.0,11.113246
4,2171,104.90326,126.60782,237.0,8.685588
4,2172,103.661606,127.46492,121.0,6.206085
4,2174,103.389465,127.34089,182.0,7.6113334
4,2176,103.56886,127.26285,166.0,7.269074
4,2177,103.34021,125.81227,344.0,10.464158
4,2178,103.90015,125.44055,283.0,9.4911375
4,2179,103.567795,125.0002,280.0,9.440697
4,2181,104.46445,126.78152,353.0,10.60016
4,2185,105.400085,126.47575,272.0,9.3048525
4,2186,104.89315,130.27568,531.0,13.000867
6,2220,105.92689,126.1333,316.0,10.029253
6,2221,105.78322,126.00622,383.0,11.041408
6,2222,105.87113,126.15001,369.0,10.837728
6,2223,105.25834,126.17197,238.0,8.703893
6,2224,103.461105,125.49402,200.0,7.9788456
6,2225,103.27242,125.879166,476.0,12.309163
6,2226,103.95109,126.12261,384.0,11.055813
6,2227,104.282715,125.9051,344.0,10.464158
6,2228,104.98745,127.43637,246.0,8.848968
6,2229,105.613716,130.0567,273.0,9.321941
6,2237,105.71723,129.18634,154.0,7.0014086
6,2238,105.83542,128.85146,150.0,6.909883
6,2239,108.14224,129.09583,133.0,6.5065517
6,2240,107.32265,129.82396,351.0,10.570088
6,2241,105.78078,129.96904,462.0,12.126795
6,2242,104.78805,129.82452,541.0,13.122715
6,2243,105.94273,129.53812,436.0,11.780624
6,2244,104.9662,129.39662,340.0,10.403142
6,2245,106.58037,128.06079,121.0,6.206085
6,2246,104.90964,127.45734,281.0,9.4575405
6,2247,105.2748,127.171005,303.0,9.820788
6,2248,105.17117,127.3109,331.0,10.26453
6,2249,104.56226,127.35216,442.0,11.861406
6,2250,104.34823,126.750336,341.0,10.418429
6,2251,104.35126,126.43183,362.0,10.734439
6,2252,104.42041,125.80746,366.0,10.793582
6,2253,103.82861,125.804565,421.0,11.576202
6,2254,104.63778,125.58069,311.0,9.949592
6,2255,104.65218,124.80623,305.0,9.8531475
6,2256,105.67659,124.981064,155.0,7.0241036
6,2257,105.35681,124.474365,430.0,11.699284
6,2258,105.18253,124.211296,453.0,12.008097
6,2259,104.47397,125.76266,257.0,9.044647
6,2260,104.295555,125.3322,361.0,10.719602
6,2261,102.63554,124.910774,309.0,9.917547
6,2262,103.25518,125.10913,221.0,8.38728
7,2271,106.45802,134.13162,487.0,12.450579
7,2272,105.79668,133.93439,450.0,11.968268
7,2273,105.03251,133.617,382.0,11.026984
7,2274,106.86911,133.43942,276.0,9.373021
7,2275,107.26218,132.77771,263.0,9.149617
7,2276,106.50166,132.63821,192.0,7.8176403
7,2277,106.92708,132.40616,161.0,7.1587634
7,2278,107.510574,132.11414,111.0,5.944106
7,2279,107.45718,131.85313,120.0,6.180387
7,2280,107.1301,131.39008,133.0,6.5065517
7,2281,106.591866,131.29144,233.0,8.6119795
7,2282,106.49912,130.42435,127.0,6.3580937
7,2283,106.274536,130.22859,171.0,7.377736
7,2284,106.37813,129.86511,172.0,7.3992767
7,2285,105.51113,129.48038,220.0,8.368284
7,2286,106.106735,128.80592,170.0,7.356132
7,2287,105.8195,128.20807,122.0,6.2316775
7,2288,106.21371,127.87941,332.0,10.280024
