id,frame,cx,cy,area,eq_radius
1,4380,105.45194,131.432,4920.0,39.573788
1,4381,105.010216,132.257,8034.0,50.569767
1,4382,102.768524,132.78313,9187.0,54.076916
1,4383,100.94876,132.66661,8518.0,52.070755
1,4384,99.521645,132.13304,6131.0,44.17644
1,4385,74.94007,131.43982,1763.0,23.689245
1,4386,66.35049,138.84857,1314.0,20.451385
1,4387,54.17485,140.83821,959.0,17.471668
3,4512,104.533104,130.61035,357.0,10.6600485
4,4559,103.36927,131.01923,483.0,12.399342
4,4560,103.22165,132.11084,524.0,12.914889
4,4561,104.08665,131.2019,390.0,11.141851
4,4562,104.1964,128.41202,139.0,6.6516967
4,4563,104.19849,125.77632,360.0,10.704744
4,4564,103.14868,125.12053,466.0,12.179179
4,4565,103.84078,124.46249,333.0,10.295494
4,4566,103.73857,125.07666,262.0,9.132206
4,4567,104.570724,125.5088,192.0,7.8176403
4,4568,103.94589,124.75179,277.0,9.389986
4,4569,104.617355,123.94156,243.0,8.794845
4,4579,105.443344,120.45369,151.0,6.9328775
4,4580,105.56224,121.267334,238.0,8.703893
4,4581,105.60146,121.79893,234.0,8.630441
4,4582,105.40268,123.52137,202.0,8.0186405
4,4583,104.62448,125.369705,380.0,10.998079
4,4584,103.86768,126.54376,416.0,11.507255
4,4585,103.807236,126.47403,270.0,9.27058
4,4586,102.034195,126.02514,222.0,8.406236
4,4599,104.91264,122.1544,192.0,7.8176403
4,4600,104.76414,120.93399,295.0,9.690274
4,4601,104.926544,120.42912,106.0,5.808687
4,4602,105.39165,119.06978,192.0,7.8176403
4,4603,105.3827,118.506195,243.0,8.794845
4,4604,105.92784,118.47201,187.0,7.7151766
4,4605,106.02019,118.45727,207.0,8.117274
4,4606,106.03723,119.08139,142.0,6.7230945
4,4607,104.71628,120.12732,261.0,9.114761
4,4608,104.39017,121.74242,351.0,10.570088
4,4609,104.13275,122.81882,281.0,9.4575405
4,4610,104.08028,123.99405,339.0,10.387832
4,4611,102.76674,124.70982,538.0,13.08628
4,4612,102.67968,124.97597,547.0,13.195284
4,4613,103.3887,125.946014,243.0,8.794845
4,4614,101.946266,126.63014,381.0,11.012541
4,4615,100.82457,126.85843,557.0,13.315352
4,4616,100.3684,127.38992,717.0,15.107223
4,4617,101.56052,127.21743,487.0,12.450579
4,4618,100.91647,129.3239,275.0,9.356026
4,4619,100.99808,127.255905,482.0,12.386498
4,4620,101.06514,126.06323,561.0,13.363077
4,4621,101.57772,125.326324,497.0,12.577759
4,4622,100.59109,124.93695,471.0,12.244344
4,4623,99.63782,124.28765,404.0,11.34007
4,4624,98.16107,124.293594,237.0,8.685588
5,4644,102.0284,125.08612,431.0,11.71288
5,4645,101.669785,124.76921,536.0,13.061933
5,4646,100.65623,124.66568,680.0,14.712264
5,4647,100.11627,124.31186,775.0,15.706373
5,4648,100.3453,123.990555,589.0,13.692498
5,4649,100.87573,123.8297,502.0,12.640869
5,4650,99.755165,123.83043,541.0,13.122715
5,4651,99.13997,123.47037,518.0,12.840736
5,4652,97.05496,123.82913,372.0,10.881695
5,4653,94.561005,123.018166,246.0,8.848968
6,4692,103.55603,126.59558,236.0,8.667245
6,4693,102.84526,125.10067,295.0,9.690274
6,4694,102.2834,124.589325,339.0,10.387832
6,4695,102.32428,124.46922,319.0,10.076748
6,4696,102.75233,125.056564,275.0,9.356026
6,4697,102.21234,125.56854,376.0,10.940042
6,4698,101.486046,125.91571,428.0,11.672045
6,4699,101.36316,126.09452,419.0,11.548673
6,4700,101.24101,126.186386,436.0,11.780624
6,4701,100.53031,126.29869,459.0,12.087358
6,4702,99.60288,126.3465,504.0,12.666024
6,4703,99.83439,126.43643,471.0,12.244344
6,4704,100.5459,126.558426,467.0,12.19224
6,4705,100.23383,126.30086,492.0,12.51433
6,4706,98.91669,126.191635,565.0,13.410633
6,4707,98.3896,126.33743,476.0,12.309163
6,4708,98.95723,126.89102,320.0,10.09253
6,4709,99.31212,127.071625,385.0,11.070199
6,4710,98.59788,126.945564,374.0,10.910907
6,4711,98.49144,126.856094,415.0,11.493416
6,4712,98.70581,126.87799,365.0,10.778827
6,4713,98.77741,126.73433,373.0,10.896311
6,4714,98.87749,126.97716,455.0,12.0345745
6,4715,98.382965,127.06328,397.0,11.241398
