id,frame,eq_radius
1,12,9.356025796273888
1,13,9.772050238058398
1,14,9.772050238058398
1,15,11.283791670955125
1,16,10.464157913908982
1,17,10.464157913908982
1,18,10.341765891652821
1,19,10.524820207108489
1,20,10.448937312523231
1,21,10.57008845991889
1,22,10.57008845991889
1,23,10.57008845991889
1,24,10.57008845991889
1,25,10.57008845991889
1,26,11.888212206450685
1,27,11.914957374576321
1,28,12.231338704589191
1,29,12.463355264843006
1,30,12.666024736934256
1,31,12.70366530947592
1,32,13.074112164146964
1,33,13.074112164146964
1,34,13.086279790944385
1,35,13.110581167104948
1,36,13.110581167104948
1,37,13.231418571003069
1,38,13.171138446245484
1,39,13.171138446245484
1,40,14.21712972884144
1,41,14.60368527951557
1,42,14.60368527951557
1,43,14.60368527951557
1,44,13.762063154896342
1,45,15.022706457370044
1,46,15.043880120390323
1,47,15.128278427043359
1,48,15.191269449366246
1,49,15.274853405932202
1,50,15.306079714651624
1,51,15.33724244738347
1,52,15.180789096653193
1,53,15.440663999700893
1,54,15.543397428281152
1,55,15.797308339337176
1,56,16.859736900738547
1,57,17.177696716742147
1,58,25.501119533728012
1,59,32.64995878756228
1,60,38.27767503524723
1,61,37.1637807031452
1,62,25.225016600220457
1,63,20.129790985302495
1,89,10.925484305920792
2,105,9.772050238058398
2,106,9.18434101276213
2,107,12.296226898414837
2,108,12.296226898414837
2,109,10.925484305920792
2,110,11.055812783082736
2,111,12.231338704589191
2,112,8.991702346646203
2,113,12.6156626101008
2,114,15.399378727952763
2,115,13.122714979204218
2,116,10.704744696916627
2,117,9.356025796273888
2,118,9.166995688475081
2,120,10.171072362820547
3,121,12.70366530947592
3,122,10.295493776366547
3,123,9.009385160867895
3,124,13.279445656570912
3,125,12.939513133525306
3,126,9.25339718068125
3,127,11.127557940783529
3,128,13.923028430838189
3,130,7.756324418739616
4,131,11.71288013023329
4,132,12.976360421598395
4,133,12.02134303343187
4,134,11.213046198183495
4,135,13.255453865237978
4,136,10.479356408358663
4,137,9.885400096021595
4,138,13.207339536360731
4,139,15.022706457370044
4,140,9.13220620552083
4,141,11.297887606083718
4,142,12.296226898414837
4,143,11.198843474056307
4,145,11.67204486311899
5,146,11.98155910843366
5,147,9.201653640780462
5,148,9.83698151873187
5,149,11.941642642883693
5,150,11.847981254502882
5,151,13.398760233979036
5,152,14.093451279891855
5,153,13.552298857686367
5,154,11.603666741842574
5,155,9.933582672781009
5,157,10.808317548511017
5,159,14.20593072771099
6,160,18.01877032173579
6,161,14.450303987687134
6,162,9.079772052293041
6,170,9.491137855389772
7,171,10.925484305920792
7,172,10.479356408358663
7,173,12.6156626101008
7,174,11.901592303208293
7,175,9.772050238058398
7,176,9.901487006738307
7,177,11.968268412042981
7,178,12.476118560829471
7,179,11.968268412042981
7,180,11.493415626621754
7,181,14.048207338801282
7,182,13.037541149394091
7,183,11.617374563210365
7,184,11.954962939989485
7,185,9.901487006738307
7,186,10.060941497019325
7,187,10.704744696916627
7,188,9.166995688475081
7,190,11.11324596323283
8,191,13.037541149394091
8,192,12.914889870235298
8,193,12.791062563308351
8,194,12.791062563308351
8,195,9.23618154310838
8,196,9.166995688475081
8,197,10.186708148166206
8,198,10.852403323135505
8,199,11.834540545406394
8,200,14.036873567421145
8,201,13.911592676604096
8,202,12.988619621707652
8,203,12.577758680835945
8,204,11.156126814350138
8,205,10.060941497019325
8,206,9.997464891746821
8,207,9.044647077096718
8,208,9.83698151873187
8,209,12.309163489997376
8,210,13.957279475043833
8,211,14.172280627406865
8,212,15.67594437773643
8,213,15.378694529593743
8,214,13.000867261978827
8,215,12.815923738491737
8,216,13.061933202803933
8,217,13.796713809378915
8,218,17.697935698969246
8,219,20.94351983696302
8,220,20.287303488528025
8,221,18.089294154193436
8,222,12.501606061472312
8,223,10.479356408358663
8,234,9.772050238058398
9,235,10.155412503859614
9,236,10.31094088749354
10,242,11.834540545406394
10,243,10.925484305920792
10,249,11.968268412042981
11,250,11.968268412042981
11,251,10.092530088080641
